problems,artist,artist_normalized,title,date,medium,dimensions,categories,file_name,file_url,description_url
taken with camera,José Teófilo de Jesus,josejesus,Saint Rita,18th century,oil on canvas,209 × 106 cm (82.3 × 41.7 in),José Teófilo de Jesus~18th-century paintings of Christian saints~Baroque paintings from Brazil~18th-century paintings from Brazil~Paintings in the Museu Afro Brasil~Paintings of Saint Rita of Cascia,images/ josejesus_00005761.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f3/Jos%C3%A9_Te%C3%B3filo_de_Jesus_-_Santa_Rita.jpg,http://commons.wikimedia.org/wiki/File:Jos%C3%A9_Te%C3%B3filo_de_Jesus_-_Santa_Rita.jpg
taken with camera,Carl Gustav Carus,carlcarus,Moonlight behind a castle ruin with alcove,Unknown date,oil on canvas,21.5 × 28.8 cm (8.5 × 11.3 in),Paintings by Carl Gustav Carus~Paintings in the Germanisches Nationalmuseum~Landscape paintings of Germany~19th-century landscape paintings~Paintings of ruins,images/ carlcarus_00005762.jpg,http://upload.wikimedia.org/wikipedia/commons/6/66/Carl_Gustav_Carus_-_Mondschein_hinter_Burgruine_mit_Erker.jpg,http://commons.wikimedia.org/wiki/File:Carl_Gustav_Carus_-_Mondschein_hinter_Burgruine_mit_Erker.jpg
taken with camera,Carl Gustav Carus,carlcarus,Moonlight behind a castle ruin with alcove,Unknown date,oil on canvas,21.5 × 28.8 cm (8.5 × 11.3 in),Paintings by Carl Gustav Carus~Paintings in the Germanisches Nationalmuseum~Landscape paintings of Germany~19th-century landscape paintings~Paintings of ruins,images/ carlcarus_00005763.jpg,http://upload.wikimedia.org/wikipedia/commons/6/66/Carl_Gustav_Carus_-_Mondschein_hinter_Burgruine_mit_Erker.jpg,http://commons.wikimedia.org/wiki/File:Carl_Gustav_Carus_-_Mondschein_hinter_Burgruine_mit_Erker.jpg
,Sergey Vasilyevich Ivanov,sergeyivanov, English: Family. Русский: Семья.,1907,oil on canvas,152 х 239 cm,History paintings by Sergey Vasilyevich Ivanov~19th-century history paintings in the Tretyakov Gallery~Tulup~1907 paintings~Paintings of Russian peasants~Svadebnik~Family~Paintings by Sergey Vasilyevich Ivanov with fur~Sheepskin (clothing) in art~Male national costumes of Russia in art,images/ sergeyivanov_00005764.jpg,http://upload.wikimedia.org/wikipedia/commons/4/46/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2_%D0%A1%D0%B5%D0%BC%D1%8C%D1%8F_1907.jpg,http://commons.wikimedia.org/wiki/File:%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2_%D0%A1%D0%B5%D0%BC%D1%8C%D1%8F_1907.jpg
,Sergey Vasilyevich Ivanov,sergeyivanov, English: Family. Русский: Семья.,1907,oil on canvas,152 х 239 cm,History paintings by Sergey Vasilyevich Ivanov~19th-century history paintings in the Tretyakov Gallery~Tulup~1907 paintings~Paintings of Russian peasants~Svadebnik~Family~Paintings by Sergey Vasilyevich Ivanov with fur~Sheepskin (clothing) in art~Male national costumes of Russia in art,images/ sergeyivanov_00005765.jpg,http://upload.wikimedia.org/wikipedia/commons/4/46/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2_%D0%A1%D0%B5%D0%BC%D1%8C%D1%8F_1907.jpg,http://commons.wikimedia.org/wiki/File:%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2_%D0%A1%D0%B5%D0%BC%D1%8C%D1%8F_1907.jpg
,Maurycy Gottlieb,maurycygottlieb,Recha welcoming her father.,1867-1877,oil on canvas,110 × 80 cm (43.3 × 31.5 in),Paintings by Maurycy Gottlieb in the National Museum in Warsaw~1870s paintings from Poland~Paintings of Jews~1877 paintings~Jewish clothing~Fathers and daughters in art~Nathan der Weise~1870s paintings in Poland,images/ maurycygottlieb_00005766.jpg,http://upload.wikimedia.org/wikipedia/commons/5/50/Gottlieb_Recha_welcoming_her_father.jpg,http://commons.wikimedia.org/wiki/File:Gottlieb_Recha_welcoming_her_father.jpg
,Maurycy Gottlieb,maurycygottlieb,Recha welcoming her father.,1867-1877,oil on canvas,110 × 80 cm (43.3 × 31.5 in),Paintings by Maurycy Gottlieb in the National Museum in Warsaw~1870s paintings from Poland~Paintings of Jews~1877 paintings~Jewish clothing~Fathers and daughters in art~Nathan der Weise~1870s paintings in Poland,images/ maurycygottlieb_00005767.jpg,http://upload.wikimedia.org/wikipedia/commons/5/50/Gottlieb_Recha_welcoming_her_father.jpg,http://commons.wikimedia.org/wiki/File:Gottlieb_Recha_welcoming_her_father.jpg
,Richard Ansdell,richardansdell,"The Vega of Granada, returning from pastures",1880,oil on canvas,107 × 153 cm (42.1 × 60.2 in),Richard Ansdell~Pastoral landscape paintings~Granada in art~1880 paintings~Paintings of goats~Paintings of donkeys~Paintings of boys with animals,images/ richardansdell_00005768.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2b/Richard_Ansdell_The_Vega_of_Granada_returning_from_pastures.jpg,http://commons.wikimedia.org/wiki/File:Richard_Ansdell_The_Vega_of_Granada_returning_from_pastures.jpg
,Richard Ansdell,richardansdell,"The Vega of Granada, returning from pastures",1880,oil on canvas,107 × 153 cm (42.1 × 60.2 in),Richard Ansdell~Pastoral landscape paintings~Granada in art~1880 paintings~Paintings of goats~Paintings of donkeys~Paintings of boys with animals,images/ richardansdell_00005769.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2b/Richard_Ansdell_The_Vega_of_Granada_returning_from_pastures.jpg,http://commons.wikimedia.org/wiki/File:Richard_Ansdell_The_Vega_of_Granada_returning_from_pastures.jpg
,Tintoretto,tintoretto,The Last Supper,between circa 1564 and circa 1566,oil on canvas,90 × 121 cm (35.4 × 47.6 in),Collections of the Musée des Beaux-Arts de Caen~1560s paintings from Italy~Paintings of Last Supper in France~Paintings of Last Supper by Jacopo Tintoretto~1560s paintings in France~16th-century religious paintings in France,images/ tintoretto_00005770.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a6/Tintoret_La_C%C3%A8ne_DSCF2639.jpg,http://commons.wikimedia.org/wiki/File:Tintoret_La_C%C3%A8ne_DSCF2639.jpg
,Tintoretto,tintoretto,The Last Supper,between circa 1564 and circa 1566,oil on canvas,90 × 121 cm (35.4 × 47.6 in),Collections of the Musée des Beaux-Arts de Caen~1560s paintings from Italy~Paintings of Last Supper in France~Paintings of Last Supper by Jacopo Tintoretto~1560s paintings in France~16th-century religious paintings in France,images/ tintoretto_00005771.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a6/Tintoret_La_C%C3%A8ne_DSCF2639.jpg,http://commons.wikimedia.org/wiki/File:Tintoret_La_C%C3%A8ne_DSCF2639.jpg
,Albert Bierstadt,albertbierstadt, English: Gates of the Yosemite,circa 1882,oil on paper mounted on canvas,35.6 × 50.8 cm (14 × 20 in),Paintings of Yosemite by Albert Bierstadt~Landscape paintings in the Smithsonian American Art Museum~1882 paintings~1880s landscape paintings~Albert Bierstadt~Paintings by Albert Bierstadt,images/ albertbierstadt_00005772.jpg,http://upload.wikimedia.org/wikipedia/commons/9/94/HRSOA_AlbertBierstadt-Gates_of_Yosemite.jpg,http://commons.wikimedia.org/wiki/File:HRSOA_AlbertBierstadt-Gates_of_Yosemite.jpg
,Albert Bierstadt,albertbierstadt, English: Gates of the Yosemite,circa 1882,oil on paper mounted on canvas,35.6 × 50.8 cm (14 × 20 in),Paintings of Yosemite by Albert Bierstadt~Landscape paintings in the Smithsonian American Art Museum~1882 paintings~1880s landscape paintings~Albert Bierstadt~Paintings by Albert Bierstadt,images/ albertbierstadt_00005773.jpg,http://upload.wikimedia.org/wikipedia/commons/9/94/HRSOA_AlbertBierstadt-Gates_of_Yosemite.jpg,http://commons.wikimedia.org/wiki/File:HRSOA_AlbertBierstadt-Gates_of_Yosemite.jpg
,Joaquín Sorolla,joaquínsorolla, Español: Niños en la playa English: Children playing on the beach,Summer 1904,oil on canvas,55 × 96.5 cm (21.7 × 38 in),Nude boys by Joaquín Sorolla~Paintings of boys sitting on the ground outdoors~Impressionist paintings~Paintings from Spain~1904 paintings in Spain~Paintings by Joaquín Sorolla in private collections~Two boys in art,images/ joaquínsorolla_00005774.jpg,http://upload.wikimedia.org/wikipedia/commons/4/47/Ni%C3%B1os_en_la_playa_%281904%29.jpg,http://commons.wikimedia.org/wiki/File:Ni%C3%B1os_en_la_playa_(1904).jpg
,Joaquín Sorolla,joaquínsorolla, Español: Niños en la playa English: Children playing on the beach,Summer 1904,oil on canvas,55 × 96.5 cm (21.7 × 38 in),Nude boys by Joaquín Sorolla~Paintings of boys sitting on the ground outdoors~Impressionist paintings~Paintings from Spain~1904 paintings in Spain~Paintings by Joaquín Sorolla in private collections~Two boys in art,images/ joaquínsorolla_00005775.jpg,http://upload.wikimedia.org/wikipedia/commons/4/47/Ni%C3%B1os_en_la_playa_%281904%29.jpg,http://commons.wikimedia.org/wiki/File:Ni%C3%B1os_en_la_playa_(1904).jpg
,George Inness,georgeinness, Español: Mañana English: Morning,circa 1878,oil on cardboard mounted on canvas,76.2 × 114.3 cm (30 × 45 in),"Paintings by George Inness~American paintings in the Thyssen-Bornemisza Museum, Madrid~Paintings of cattle~1878 paintings~1870s landscape paintings",images/ georgeinness_00005776.jpg,http://upload.wikimedia.org/wikipedia/commons/f/ff/George_Inness_-_Morning.jpg,http://commons.wikimedia.org/wiki/File:George_Inness_-_Morning.jpg
,George Inness,georgeinness, Español: Mañana English: Morning,circa 1878,oil on cardboard mounted on canvas,76.2 × 114.3 cm (30 × 45 in),"Paintings by George Inness~American paintings in the Thyssen-Bornemisza Museum, Madrid~Paintings of cattle~1878 paintings~1870s landscape paintings",images/ georgeinness_00005777.jpg,http://upload.wikimedia.org/wikipedia/commons/f/ff/George_Inness_-_Morning.jpg,http://commons.wikimedia.org/wiki/File:George_Inness_-_Morning.jpg
,Johan Christian Dahl,johandahl,The Elbe Valley near Dresden,Unknown date,oil on canvas,30 × 41.2 cm (11.8 × 16.2 in),Johan Christian Claussen Dahl~Norwegian paintings in the Hamburger Kunsthalle~Landscape paintings of Germany~19th-century landscape paintings~Paintings of the Elbe~Paintings of fields,images/ johandahl_00005778.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4c/Johan_Christian_Claussen_Dahl_-_Elbe-dalen_i_n%C3%A6rheten_av_Dresden.jpg,http://commons.wikimedia.org/wiki/File:Johan_Christian_Claussen_Dahl_-_Elbe-dalen_i_n%C3%A6rheten_av_Dresden.jpg
,Johan Christian Dahl,johandahl,The Elbe Valley near Dresden,Unknown date,oil on canvas,30 × 41.2 cm (11.8 × 16.2 in),Johan Christian Claussen Dahl~Norwegian paintings in the Hamburger Kunsthalle~Landscape paintings of Germany~19th-century landscape paintings~Paintings of the Elbe~Paintings of fields,images/ johandahl_00005779.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4c/Johan_Christian_Claussen_Dahl_-_Elbe-dalen_i_n%C3%A6rheten_av_Dresden.jpg,http://commons.wikimedia.org/wiki/File:Johan_Christian_Claussen_Dahl_-_Elbe-dalen_i_n%C3%A6rheten_av_Dresden.jpg
,Peter Paul Rubens,peterrubens," Deutsch: Gemäldezyklus für Maria de' Medici, Königin von Frankreich, Szene: Die Erziehung Marias  English: Education of the Princess",circa 1622-1625,oil on canvas,394 × 295 cm (155.1 × 116.1 in),Marie de' Medici cycle~Paintings of Apollo~Paintings of Minerva~Paintings of Hermes~Paintings of the Three Graces~Paintings of nude standing females in the 17th century,images/ peterrubens_00005780.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5a/Education_of_the_Princess_by_Peter_Paul_Rubens.jpg,http://commons.wikimedia.org/wiki/File:Education_of_the_Princess_by_Peter_Paul_Rubens.jpg
,Peter Paul Rubens,peterrubens," Deutsch: Gemäldezyklus für Maria de' Medici, Königin von Frankreich, Szene: Die Erziehung Marias  English: Education of the Princess",circa 1622-1625,oil on canvas,394 × 295 cm (155.1 × 116.1 in),Marie de' Medici cycle~Paintings of Apollo~Paintings of Minerva~Paintings of Hermes~Paintings of the Three Graces~Paintings of nude standing females in the 17th century,images/ peterrubens_00005781.jpg,http://upload.wikimedia.org/wikipedia/commons/5/5a/Education_of_the_Princess_by_Peter_Paul_Rubens.jpg,http://commons.wikimedia.org/wiki/File:Education_of_the_Princess_by_Peter_Paul_Rubens.jpg
,Paul Gauguin,paulgauguin,An Orchard under the Church of Bihorel,1884,oil on canvas,65.5 × 46 cm (25.8 × 18.1 in),Paintings by Paul Gauguin~French paintings in the Thyssen-Bornemisza Museum~Post-Impressionist landscape paintings of France~1880s landscape paintings~1884 paintings,images/ paulgauguin_00005782.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a8/Paul_Gauguin_-_Un_verger_sous_l%27%C3%A9glise_de_Bihorel_%281884%29.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Un_verger_sous_l%27%C3%A9glise_de_Bihorel_(1884).jpg
,Paul Gauguin,paulgauguin,An Orchard under the Church of Bihorel,1884,oil on canvas,65.5 × 46 cm (25.8 × 18.1 in),Paintings by Paul Gauguin~French paintings in the Thyssen-Bornemisza Museum~Post-Impressionist landscape paintings of France~1880s landscape paintings~1884 paintings,images/ paulgauguin_00005783.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a8/Paul_Gauguin_-_Un_verger_sous_l%27%C3%A9glise_de_Bihorel_%281884%29.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Un_verger_sous_l%27%C3%A9glise_de_Bihorel_(1884).jpg
,John Constable,johnconstable,Stour Valley and Dedham Church,circa 1815,oil on canvas,55.6 × 77.8 cm (21.9 × 30.6 in),"Paintings by John Constable~Paintings in the Museum of Fine Arts, Boston~Saint Mary Church (Dedham, Essex)~Dedham, Essex in art~Landscape paintings of the United Kingdom~1815 paintings~1810s landscape paintings",images/ johnconstable_00005784.jpg,http://upload.wikimedia.org/wikipedia/commons/3/34/John_Constable_Stour_Valley_and_Dedham_Church.jpg,http://commons.wikimedia.org/wiki/File:John_Constable_Stour_Valley_and_Dedham_Church.jpg
,John Constable,johnconstable,Stour Valley and Dedham Church,circa 1815,oil on canvas,55.6 × 77.8 cm (21.9 × 30.6 in),"Paintings by John Constable~Paintings in the Museum of Fine Arts, Boston~Saint Mary Church (Dedham, Essex)~Dedham, Essex in art~Landscape paintings of the United Kingdom~1815 paintings~1810s landscape paintings",images/ johnconstable_00005785.jpg,http://upload.wikimedia.org/wikipedia/commons/3/34/John_Constable_Stour_Valley_and_Dedham_Church.jpg,http://commons.wikimedia.org/wiki/File:John_Constable_Stour_Valley_and_Dedham_Church.jpg
,Paul Gauguin,paulgauguin, Français : L'Invocation Català: La invocació English: The Invocation,1903,oil on canvas,65.5 × 75.6 cm (25.8 × 29.8 in),1903 paintings~Polynesia by Paul Gauguin~Paintings by Paul Gauguin in the National Gallery of Art~1900s paintings by Paul Gauguin~Paintings of females in nature~Paintings of nude standing females in the 20th century,images/ paulgauguin_00005786.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a4/Gauguin_Invocation.jpg,http://commons.wikimedia.org/wiki/File:Gauguin_Invocation.jpg
,Paul Gauguin,paulgauguin, Français : L'Invocation Català: La invocació English: The Invocation,1903,oil on canvas,65.5 × 75.6 cm (25.8 × 29.8 in),1903 paintings~Polynesia by Paul Gauguin~Paintings by Paul Gauguin in the National Gallery of Art~1900s paintings by Paul Gauguin~Paintings of females in nature~Paintings of nude standing females in the 20th century,images/ paulgauguin_00005787.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a4/Gauguin_Invocation.jpg,http://commons.wikimedia.org/wiki/File:Gauguin_Invocation.jpg
,Paul Delaroche,pauldelaroche, Français : L'Assassinat du duc de Guise,1834,oil on canvas,57 × 98 cm (22.4 × 38.6 in),"France in history paintings~Château de Blois~Murder in art~Henry I, Duke of Guise~1588 in France~1830s paintings from France~1834 paintings~19th-century paintings in the Musée Condé~Paul Delaroche~French paintings in the Musée Condé",images/ pauldelaroche_00005788.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e5/Delaroche_-_Assassinat_du_duc_de_Guise_%28Mus%C3%A9e_Cond%C3%A9%29.jpg,http://commons.wikimedia.org/wiki/File:Delaroche_-_Assassinat_du_duc_de_Guise_(Mus%C3%A9e_Cond%C3%A9).jpg
,Paul Delaroche,pauldelaroche, Français : L'Assassinat du duc de Guise,1834,oil on canvas,57 × 98 cm (22.4 × 38.6 in),"France in history paintings~Château de Blois~Murder in art~Henry I, Duke of Guise~1588 in France~1830s paintings from France~1834 paintings~19th-century paintings in the Musée Condé~Paul Delaroche~French paintings in the Musée Condé",images/ pauldelaroche_00005789.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e5/Delaroche_-_Assassinat_du_duc_de_Guise_%28Mus%C3%A9e_Cond%C3%A9%29.jpg,http://commons.wikimedia.org/wiki/File:Delaroche_-_Assassinat_du_duc_de_Guise_(Mus%C3%A9e_Cond%C3%A9).jpg
,Julio Romero de Torres,juliotorres, Español: La Buenaventura,circa 1922,oil on canvas,106 × 163 cm (41.7 × 64.2 in),Paintings by Julio Romero de Torres~Paintings in the Museo Carmen Thyssen Málaga~Portrait paintings of women~1922 paintings~20th-century paintings in Andalusia,images/ juliotorres_00005790.jpg,http://upload.wikimedia.org/wikipedia/commons/2/27/La_Buenaventura_by_Julio_Romero_de_Torres.jpg,http://commons.wikimedia.org/wiki/File:La_Buenaventura_by_Julio_Romero_de_Torres.jpg
,Julio Romero de Torres,juliotorres, Español: La Buenaventura,circa 1922,oil on canvas,106 × 163 cm (41.7 × 64.2 in),Paintings by Julio Romero de Torres~Paintings in the Museo Carmen Thyssen Málaga~Portrait paintings of women~1922 paintings~20th-century paintings in Andalusia,images/ juliotorres_00005791.jpg,http://upload.wikimedia.org/wikipedia/commons/2/27/La_Buenaventura_by_Julio_Romero_de_Torres.jpg,http://commons.wikimedia.org/wiki/File:La_Buenaventura_by_Julio_Romero_de_Torres.jpg
,Édouard Manet,edouardmanet,Toter Uhu,1881,oil on canvas,97 × 64 cm (38.2 × 25.2 in),Still life paintings by Édouard Manet~Paintings in the Sammlung E.G. Bührle~Eagle owls in art~Dead birds in art~Owls in paintings~1880s still-life paintings~1881 paintings,images/ edouardmanet_00005792.jpg,http://upload.wikimedia.org/wikipedia/commons/b/ba/%C3%89douard_Manet_-_Toter_Uhu.jpg,http://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Toter_Uhu.jpg
,Édouard Manet,edouardmanet,Toter Uhu,1881,oil on canvas,97 × 64 cm (38.2 × 25.2 in),Still life paintings by Édouard Manet~Paintings in the Sammlung E.G. Bührle~Eagle owls in art~Dead birds in art~Owls in paintings~1880s still-life paintings~1881 paintings,images/ edouardmanet_00005793.jpg,http://upload.wikimedia.org/wikipedia/commons/b/ba/%C3%89douard_Manet_-_Toter_Uhu.jpg,http://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Toter_Uhu.jpg
taken with camera,Arnold Böcklin,arnoldbocklin,German: Italienische Landschaft Italian Landscape,circa 1858,oil on canvas,42.5 × 34.5 cm (16.7 × 13.6 in),1850s paintings by Arnold Böcklin~Paintings by Arnold Böcklin in the Alte Nationalgalerie~Landscape paintings of Italy~1850s paintings in Germany~1850s landscape paintings,images/ arnoldbocklin_00005794.JPG,http://upload.wikimedia.org/wikipedia/commons/8/89/Arnold_B%C3%B6cklin_%2811%29Italien_Landschaft.JPG,http://commons.wikimedia.org/wiki/File:Arnold_B%C3%B6cklin_(11)Italien_Landschaft.JPG
